53	180	104.500	0.898	
53	153	104.500	0.898	
53	162	104.500	0.898	
53	187	104.500	0.898	
53	202	104.500	0.898	
53	168	104.500	0.898	
53	181	104.500	0.898	
53	156	104.500	0.898	
53	159	104.500	0.898	
53	193	104.500	0.898	
53	179	104.500	0.898	
53	182	104.500	0.898	
53	178	104.500	0.898	
53	188	104.500	0.898	
53	163	104.500	0.898	
53	157	104.500	0.898	
53	184	104.500	0.898	
53	155	104.500	0.898	
53	154	104.500	0.898	
53	177	104.500	0.898	
53	158	104.500	0.898	
53	198	104.500	0.898	
53	199	104.500	0.898	
53	173	104.500	0.898	
53	174	104.500	0.898	
53	183	104.500	0.898	
54	194	104.500	0.898	
54	200	104.500	0.898	
54	180	104.500	0.898	
54	157	104.500	0.898	
54	189	104.500	0.898	
54	155	104.500	0.898	
54	184	104.500	0.898	
54	185	104.500	0.898	
54	153	104.500	0.898	
54	158	104.500	0.898	
54	179	104.500	0.898	
54	154	104.500	0.898	
54	160	104.500	0.898	
54	175	104.500	0.898	
54	169	104.500	0.898	
54	164	104.500	0.898	
54	156	104.500	0.898	
54	199	104.500	0.898	
54	178	104.500	0.898	
54	159	104.500	0.898	
54	173	104.500	0.898	
54	183	104.500	0.898	
54	181	104.500	0.898	
54	174	104.500	0.898	
54	198	104.500	0.898	
54	182	104.500	0.898	
55	157	104.500	0.898	
55	199	104.500	0.898	
55	190	104.500	0.898	
55	175	104.500	0.898	
55	182	104.500	0.898	
55	176	104.500	0.898	
55	161	104.500	0.898	
55	154	104.500	0.898	
55	165	104.500	0.898	
55	155	104.500	0.898	
55	184	104.500	0.898	
55	170	104.500	0.898	
55	200	104.500	0.898	
55	178	104.500	0.898	
55	160	104.500	0.898	
55	195	104.500	0.898	
55	181	104.500	0.898	
55	201	104.500	0.898	
55	179	104.500	0.898	
55	180	104.500	0.898	
55	159	104.500	0.898	
55	185	104.500	0.898	
55	174	104.500	0.898	
55	153	104.500	0.898	
55	186	104.500	0.898	
55	156	104.500	0.898	
56	160	104.500	0.898	
56	177	104.500	0.898	
56	156	104.500	0.898	
56	178	104.500	0.898	
56	175	104.500	0.898	
56	181	104.500	0.898	
56	153	104.500	0.898	
56	166	104.500	0.898	
56	182	104.500	0.898	
56	186	104.500	0.898	
56	187	104.500	0.898	
56	191	104.500	0.898	
56	162	104.500	0.898	
56	155	104.500	0.898	
56	179	104.500	0.898	
56	201	104.500	0.898	
56	180	104.500	0.898	
56	161	104.500	0.898	
56	157	104.500	0.898	
56	171	104.500	0.898	
56	196	104.500	0.898	
56	185	104.500	0.898	
56	176	104.500	0.898	
56	154	104.500	0.898	
56	202	104.500	0.898	
56	200	104.500	0.898	
57	167	104.500	0.898	
57	178	104.500	0.898	
57	154	104.500	0.898	
57	173	104.500	0.898	
57	182	104.500	0.898	
57	202	104.500	0.898	
57	155	104.500	0.898	
57	186	104.500	0.898	
57	161	104.500	0.898	
57	162	104.500	0.898	
57	192	104.500	0.898	
57	183	104.500	0.898	
57	172	104.500	0.898	
57	198	104.500	0.898	
57	180	104.500	0.898	
57	197	104.500	0.898	
57	177	104.500	0.898	
57	158	104.500	0.898	
57	179	104.500	0.898	
57	187	104.500	0.898	
57	156	104.500	0.898	
57	157	104.500	0.898	
57	176	104.500	0.898	
57	153	104.500	0.898	
57	181	104.500	0.898	
57	201	104.500	0.898	
58	164	104.500	0.898	
58	187	104.500	0.898	
58	168	104.500	0.898	
58	160	104.500	0.898	
58	154	104.500	0.898	
58	157	104.500	0.898	
58	189	104.500	0.898	
58	161	104.500	0.898	
58	163	104.500	0.898	
58	182	104.500	0.898	
58	184	104.500	0.898	
58	179	104.500	0.898	
58	186	104.500	0.898	
58	185	104.500	0.898	
58	183	104.500	0.898	
58	198	104.500	0.898	
58	192	104.500	0.898	
58	153	104.500	0.898	
58	178	104.500	0.898	
58	158	104.500	0.898	
58	193	104.500	0.898	
58	162	104.500	0.898	
58	167	104.500	0.898	
58	188	104.500	0.898	
58	159	104.500	0.898	
58	173	104.500	0.898	
59	154	104.500	0.898	
59	189	104.500	0.898	
59	180	104.500	0.898	
59	194	104.500	0.898	
59	160	104.500	0.898	
59	188	104.500	0.898	
59	179	104.500	0.898	
59	184	104.500	0.898	
59	165	104.500	0.898	
59	186	104.500	0.898	
59	158	104.500	0.898	
59	178	104.500	0.898	
59	162	104.500	0.898	
59	163	104.500	0.898	
59	199	104.500	0.898	
59	190	104.500	0.898	
59	185	104.500	0.898	
59	161	104.500	0.898	
59	153	104.500	0.898	
59	187	104.500	0.898	
59	183	104.500	0.898	
59	155	104.500	0.898	
59	159	104.500	0.898	
59	169	104.500	0.898	
59	164	104.500	0.898	
59	174	104.500	0.898	
60	191	104.500	0.898	
60	159	104.500	0.898	
60	164	104.500	0.898	
60	175	104.500	0.898	
60	183	104.500	0.898	
60	166	104.500	0.898	
60	190	104.500	0.898	
60	187	104.500	0.898	
60	155	104.500	0.898	
60	154	104.500	0.898	
60	195	104.500	0.898	
60	161	104.500	0.898	
60	185	104.500	0.898	
60	158	104.500	0.898	
60	170	104.500	0.898	
60	186	104.500	0.898	
60	165	104.500	0.898	
60	200	104.500	0.898	
60	181	104.500	0.898	
60	184	104.500	0.898	
60	162	104.500	0.898	
60	179	104.500	0.898	
60	189	104.500	0.898	
60	180	104.500	0.898	
60	156	104.500	0.898	
60	160	104.500	0.898	
61	176	104.500	0.898	
61	181	104.500	0.898	
61	182	104.500	0.898	
61	187	104.500	0.898	
61	183	104.500	0.898	
61	161	104.500	0.898	
61	167	104.500	0.898	
61	192	104.500	0.898	
61	159	104.500	0.898	
61	157	104.500	0.898	
61	185	104.500	0.898	
61	191	104.500	0.898	
61	196	104.500	0.898	
61	156	104.500	0.898	
61	186	104.500	0.898	
61	165	104.500	0.898	
61	201	104.500	0.898	
61	184	104.500	0.898	
61	171	104.500	0.898	
61	155	104.500	0.898	
61	162	104.500	0.898	
61	166	104.500	0.898	
61	180	104.500	0.898	
61	158	104.500	0.898	
61	190	104.500	0.898	
61	160	104.500	0.898	
62	191	104.500	0.898	
62	202	104.500	0.898	
62	167	104.500	0.898	
62	197	104.500	0.898	
62	187	104.500	0.898	
62	177	104.500	0.898	
62	183	104.500	0.898	
62	163	104.500	0.898	
62	166	104.500	0.898	
62	159	104.500	0.898	
62	156	104.500	0.898	
62	184	104.500	0.898	
62	192	104.500	0.898	
62	182	104.500	0.898	
62	153	104.500	0.898	
62	181	104.500	0.898	
62	162	104.500	0.898	
62	178	104.500	0.898	
62	185	104.500	0.898	
62	158	104.500	0.898	
62	172	104.500	0.898	
62	161	104.500	0.898	
62	188	104.500	0.898	
62	157	104.500	0.898	
62	160	104.500	0.898	
62	186	104.500	0.898	
63	191	104.500	0.898	
63	162	104.500	0.898	
63	167	104.500	0.898	
63	194	104.500	0.898	
63	193	104.500	0.898	
63	188	104.500	0.898	
63	189	104.500	0.898	
63	178	104.500	0.898	
63	197	104.500	0.898	
63	184	104.500	0.898	
63	165	104.500	0.898	
63	166	104.500	0.898	
63	163	104.500	0.898	
63	158	104.500	0.898	
63	192	104.500	0.898	
63	173	104.500	0.898	
63	190	104.500	0.898	
63	153	104.500	0.898	
63	168	104.500	0.898	
63	183	104.500	0.898	
63	198	104.500	0.898	
63	187	104.500	0.898	
63	164	104.500	0.898	
63	169	104.500	0.898	
63	159	104.500	0.898	
63	172	104.500	0.898	
64	164	104.500	0.898	
64	159	104.500	0.898	
64	199	104.500	0.898	
64	191	104.500	0.898	
64	168	104.500	0.898	
64	174	104.500	0.898	
64	169	104.500	0.898	
64	166	104.500	0.898	
64	183	104.500	0.898	
64	190	104.500	0.898	
64	192	104.500	0.898	
64	163	104.500	0.898	
64	154	104.500	0.898	
64	158	104.500	0.898	
64	170	104.500	0.898	
64	189	104.500	0.898	
64	193	104.500	0.898	
64	188	104.500	0.898	
64	167	104.500	0.898	
64	194	104.500	0.898	
64	165	104.500	0.898	
64	195	104.500	0.898	
64	179	104.500	0.898	
64	184	104.500	0.898	
64	160	104.500	0.898	
64	185	104.500	0.898	
65	163	104.500	0.898	
65	196	104.500	0.898	
65	159	104.500	0.898	
65	169	104.500	0.898	
65	189	104.500	0.898	
65	166	104.500	0.898	
65	170	104.500	0.898	
65	165	104.500	0.898	
65	175	104.500	0.898	
65	180	104.500	0.898	
65	161	104.500	0.898	
65	195	104.500	0.898	
65	184	104.500	0.898	
65	186	104.500	0.898	
65	160	104.500	0.898	
65	164	104.500	0.898	
65	194	104.500	0.898	
65	167	104.500	0.898	
65	155	104.500	0.898	
65	171	104.500	0.898	
65	188	104.500	0.898	
